"id","rank","title","fullTitle","year","image","crew","imDbRating","imDbRatingCount"
"tt0120735","147","Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels (1998)","1998","https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher","8.1","541913"
"tt0081398","148","Raging Bull","Raging Bull (1980)","1980","https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty","8.1","326040"
"tt0096283","149","My Neighbor Totoro","My Neighbor Totoro (1988)","1988","https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka","8.1","298106"
"tt0040897","150","The Treasure of the Sierra Madre","The Treasure of the Sierra Madre (1948)","1948","https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Huston (dir.), Humphrey Bogart, Walter Huston","8.1","115743"
"tt0046912","151","Dial M for Murder","Dial M for Murder (1954)","1954","https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Alfred Hitchcock (dir.), Ray Milland, Grace Kelly","8.1","160819"
"tt1130884","152","Shutter Island","Shutter Island (2010)","2010","https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer","8.1","1152291"
"tt5027774","153","Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri (2017)","2017","https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin McDonagh (dir.), Frances McDormand, Woody Harrelson","8.1","445148"
"tt0015864","154","The Gold Rush","The Gold Rush (1925)","1925","https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Charles Chaplin (dir.), Charles Chaplin, Mack Swain","8.1","102749"
"tt0476735","155","My Father and My Son","My Father and My Son (2005)","2005","https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","<U+00C7>agan Irmak (dir.), Eser Sariyar, <U+00C7>etin Tekindor","8.1","80418"
"tt0071315","156","Chinatown","Chinatown (1974)","1974","https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Roman Polanski (dir.), Jack Nicholson, Faye Dunaway","8.1","298804"
"tt0477348","157","No Country for Old Men","No Country for Old Men (2007)","2007","https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem","8.1","871669"
"tt0434409","158","V for Vendetta","V for Vendetta (2005)","2005","https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","James McTeigue (dir.), Hugo Weaving, Natalie Portman","8.1","1044444"
"tt2096673","159","Inside Out","Inside Out (2015)","2015","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Amy Poehler, Bill Hader","8.1","628988"
"tt0084787","160","The Thing","The Thing (1982)","1982","https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Carpenter (dir.), Kurt Russell, Wilford Brimley","8.1","376594"
"tt0080678","161","The Elephant Man","The Elephant Man (1980)","1980","https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lynch (dir.), Anthony Hopkins, John Hurt","8.1","223212"
"tt0050976","162","The Seventh Seal","The Seventh Seal (1957)","1957","https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Max von Sydow, Gunnar Bj<U+00F6>rnstrand","8.1","168154"
"tt0167404","163","The Sixth Sense","The Sixth Sense (1999)","1999","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX128_CR0,3,128,176_AL_.jpg","M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment","8.1","920624"
"tt1291584","164","Warrior","Warrior (2011)","2011","https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX128_CR0,3,128,176_AL_.jpg","Gavin O'Connor (dir.), Tom Hardy, Nick Nolte","8.1","440859"
"tt0107290","165","Jurassic Park","Jurassic Park (1993)","1993","https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Sam Neill, Laura Dern","8.1","880148"
"tt4729430","166","Klaus","Klaus (2019)","2019","https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons","8.1","110753"
"tt0117951","167","Trainspotting","Trainspotting (1996)","1996","https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Danny Boyle (dir.), Ewan McGregor, Ewen Bremner","8.1","641367"
"tt0120382","168","The Truman Show","The Truman Show (1998)","1998","https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Peter Weir (dir.), Jim Carrey, Ed Harris","8.1","956549"
"tt0031381","169","Gone with the Wind","Gone with the Wind (1939)","1939","https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Victor Fleming (dir.), Clark Gable, Vivien Leigh","8.1","293526"
"tt0266543","170","Finding Nemo","Finding Nemo (2003)","2003","https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres","8.1","960895"
"tt0079944","171","Stalker","Stalker (1979)","1979","https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UX128_CR0,1,128,176_AL_.jpg","Andrei Tarkovsky (dir.), Alisa Freyndlikh, Aleksandr Kaydanovskiy","8.1","119581"
"tt0353969","172","Memories of Murder","Memories of Murder (2003)","2003","https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Bong Joon Ho (dir.), Kang-ho Song, Kim Sang-kyung","8.1","145359"
"tt0266697","173","Kill Bill: Vol. 1","Kill Bill: Vol. 1 (2003)","2003","https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Quentin Tarantino (dir.), Uma Thurman, David Carradine","8.1","1014131"
"tt0050986","174","Wild Strawberries","Wild Strawberries (1957)","1957","https://m.media-amazon.com/images/M/MV5BZjJhNTBmNTgtMDViOC00NDY2LWE4N2ItMDJiM2ZiYmQzYzliXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Ingmar Bergman (dir.), Victor Sj<U+00F6>str<U+00F6>m, Bibi Andersson","8.1","98250"
"tt0083658","175","Blade Runner","Blade Runner (1982)","1982","https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ridley Scott (dir.), Harrison Ford, Rutger Hauer","8.1","702424"
"tt0116282","176","Fargo","Fargo (1996)","1996","https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Joel Coen (dir.), William H. Macy, Frances McDormand","8.1","625818"
"tt0050212","177","The Bridge on the River Kwai","The Bridge on the River Kwai (1957)","1957","https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lean (dir.), William Holden, Alec Guinness","8.1","205950"
"tt3011894","178","Wild Tales","Wild Tales (2014)","2014","https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX128_CR0,1,128,176_AL_.jpg","Dami¨¢n Szifron (dir.), Dar¨ªo Grandinetti, Mar¨ªa Marull","8.1","180853"
"tt0046438","179","Tokyo Story","Tokyo Story (1953)","1953","https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Yasujir<U+00F4> Ozu (dir.), Chish<U+00FB> Ry<U+00FB>, Chieko Higashiyama","8.1","54571"
"tt1205489","180","Gran Torino","Gran Torino (2008)","2008","https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Clint Eastwood, Bee Vang","8.1","727762"
"tt3170832","181","Room","Room (2015)","2015","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay","8.1","379186"
"tt0041959","182","The Third Man","The Third Man (1949)","1949","https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Carol Reed (dir.), Orson Welles, Joseph Cotten","8.1","160794"
"tt0047296","183","On the Waterfront","On the Waterfront (1954)","1954","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Elia Kazan (dir.), Marlon Brando, Karl Malden","8.1","143969"
"tt0077416","184","The Deer Hunter","The Deer Hunter (1978)","1978","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Cimino (dir.), Robert De Niro, Christopher Walken","8.1","315496"
"tt0107207","185","In the Name of the Father","In the Name of the Father (1993)","1993","https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite","8.1","160182"
"tt0112471","186","Before Sunrise","Before Sunrise (1995)","1995","https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Linklater (dir.), Ethan Hawke, Julie Delpy","8.1","277292"
"tt0978762","187","Mary and Max","Mary and Max (2009)","2009","https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,1,128,176_AL_.jpg","Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman","8.1","166411"
"tt2278388","188","The Grand Budapest Hotel","The Grand Budapest Hotel (2014)","2014","https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham","8.1","722144"
"tt0264464","189","Catch Me If You Can","Catch Me If You Can (2002)","2002","https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks","8.1","850312"
"tt2267998","190","Gone Girl","Gone Girl (2014)","2014","https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX128_CR0,3,128,176_AL_.jpg","David Fincher (dir.), Ben Affleck, Rosamund Pike","8.1","877107"
"tt2119532","191","Hacksaw Ridge","Hacksaw Ridge (2016)","2016","https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Mel Gibson (dir.), Andrew Garfield, Sam Worthington","8.1","446501"
"tt1392214","192","Prisoners","Prisoners (2013)","2013","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal","8.1","613158"
"tt0060827","193","Persona","Persona (1966)","1966","https://m.media-amazon.com/images/M/MV5BMTM0YzExY2EtMjUyZi00ZmIwLWFkYTktNjY5NmVkYTdkMjI5XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann","8.1","105731"
"tt0015324","194","Sherlock Jr.","Sherlock Jr. (1924)","1924","https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Buster Keaton (dir.), Buster Keaton, Kathryn McGuire","8.1","43258"
"tt8108198","195","Andhadhun","Andhadhun (2018)","2018","https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Sriram Raghavan (dir.), Ayushmann Khurrana, Tabu","8.1","74851"
"tt0118715","196","The Big Lebowski","The Big Lebowski (1998)","1998","https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Joel Coen (dir.), Jeff Bridges, John Goodman","8.1","742005"
"tt0072684","197","Barry Lyndon","Barry Lyndon (1975)","1975","https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson","8.1","152613"
"tt0017925","198","The General","The General (1926)","1926","https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Clyde Bruckman (dir.), Buster Keaton, Marion Mack","8.1","82378"
"tt0035446","199","To Be or Not to Be","To Be or Not to Be (1942)","1942","https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX128_CR0,3,128,176_AL_.jpg","Ernst Lubitsch (dir.), Carole Lombard, Jack Benny","8.1","31170"
"tt1950186","200","Ford v Ferrari","Ford v Ferrari (2019)","2019","https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UX128_CR0,3,128,176_AL_.jpg","James Mangold (dir.), Matt Damon, Christian Bale","8.1","307848"
"tt0892769","201","How to Train Your Dragon","How to Train Your Dragon (2010)","2010","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Dean DeBlois (dir.), Jay Baruchel, Gerard Butler","8.1","675665"
"tt2024544","202","12 Years a Slave","12 Years a Slave (2013)","2013","https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams","8.1","649579"
"tt0116231","203","The Bandit","The Bandit (1996)","1996","https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Yavuz Turgul (dir.), Sener Sen, Ugur Y¨¹cel","8.1","65250"
"tt0031679","204","Mr. Smith Goes to Washington","Mr. Smith Goes to Washington (1939)","1939","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Frank Capra (dir.), James Stewart, Jean Arthur","8.1","108220"
"tt0077711","205","Autumn Sonata","Autumn Sonata (1978)","1978","https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Ingrid Bergman, Liv Ullmann","8.1","28349"
"tt1392190","206","Mad Max: Fury Road","Mad Max: Fury Road (2015)","2015","https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","George Miller (dir.), Tom Hardy, Charlize Theron","8.1","896746"
"tt0097165","207","Dead Poets Society","Dead Poets Society (1989)","1989","https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Peter Weir (dir.), Robin Williams, Robert Sean Leonard","8.1","434377"
"tt0405159","208","Million Dollar Baby","Million Dollar Baby (2004)","2004","https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Hilary Swank, Clint Eastwood","8.1","643369"
"tt1201607","209","Harry Potter and the Deathly Hallows: Part 2","Harry Potter and the Deathly Hallows: Part 2 (2011)","2011","https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","David Yates (dir.), Daniel Radcliffe, Emma Watson","8.1","777329"
"tt0092005","210","Stand by Me","Stand by Me (1986)","1986","https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Rob Reiner (dir.), Wil Wheaton, River Phoenix","8.1","367925"
"tt0052618","211","Ben-Hur","Ben-Hur (1959)","1959","https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","William Wyler (dir.), Charlton Heston, Jack Hawkins","8.1","222203"
"tt0074958","212","Network","Network (1976)","1976","https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Sidney Lumet (dir.), Faye Dunaway, William Holden","8.1","146819"
"tt1028532","213","Hachi: A Dog's Tale","Hachi: A Dog's Tale (2009)","2009","https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Lasse Hallstr<U+00F6>m (dir.), Richard Gere, Joan Allen","8.1","257941"
"tt4016934","214","The Handmaiden","The Handmaiden (2016)","2016","https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Chan-wook Park (dir.), Kim Min-hee, Jung-woo Ha","8.1","118793"
"tt0066763","215","Anand","Anand (1971)","1971","https://m.media-amazon.com/images/M/MV5BNTMzNGFlYmUtMTA0Ny00MzE1LTk1NjAtNjIxYzczZmQxNzk2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY176_CR0,0,128,176_AL_.jpg","Hrishikesh Mukherjee (dir.), Rajesh Khanna, Amitabh Bachchan","8.1","31229"
"tt0061512","216","Cool Hand Luke","Cool Hand Luke (1967)","1967","https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX128_CR0,3,128,176_AL_.jpg","Stuart Rosenberg (dir.), Paul Newman, George Kennedy","8.1","164123"
"tt3315342","217","Logan","Logan (2017)","2017","https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","James Mangold (dir.), Hugh Jackman, Patrick Stewart","8.1","661040"
"tt0091763","218","Platoon","Platoon (1986)","1986","https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Oliver Stone (dir.), Charlie Sheen, Tom Berenger","8.0","385857"
"tt0046268","219","The Wages of Fear","The Wages of Fear (1953)","1953","https://m.media-amazon.com/images/M/MV5BZDdkNzMwZmUtY2Q5MS00ZmM2LWJhYjItYTBjMWY0MGM4MDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel","8.0","55580"
"tt1979320","220","Rush","Rush (2013)","2013","https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ron Howard (dir.), Daniel Br¨¹hl, Chris Hemsworth","8.0","439027"
